entity,iso_code,date,indicator,value
United States,USA,19/04/2022,Daily hospital occupancy per million,31.559
United States,USA,19/04/2022,Weekly new hospital admissions,11461
United States,USA,19/04/2022,Weekly new hospital admissions per million,33.879
United States,USA,20/04/2022,Daily ICU occupancy,1445
United States,USA,20/04/2022,Daily ICU occupancy per million,4.271
United States,USA,20/04/2022,Daily hospital occupancy,10919
United States,USA,20/04/2022,Daily hospital occupancy per million,32.277
United States,USA,20/04/2022,Weekly new hospital admissions,11784
United States,USA,20/04/2022,Weekly new hospital admissions per million,34.834
United States,USA,21/04/2022,Daily ICU occupancy,1486
United States,USA,21/04/2022,Daily ICU occupancy per million,4.393
United States,USA,21/04/2022,Daily hospital occupancy,11101
United States,USA,21/04/2022,Daily hospital occupancy per million,32.815
United States,USA,21/04/2022,Weekly new hospital admissions,12062
United States,USA,21/04/2022,Weekly new hospital admissions per million,35.656
United States,USA,22/04/2022,Daily ICU occupancy,1489
United States,USA,22/04/2022,Daily ICU occupancy per million,4.402
United States,USA,22/04/2022,Daily hospital occupancy,11205
United States,USA,22/04/2022,Daily hospital occupancy per million,33.122
United States,USA,22/04/2022,Weekly new hospital admissions,12338
United States,USA,22/04/2022,Weekly new hospital admissions per million,36.472
United States,USA,23/04/2022,Daily ICU occupancy,1453
United States,USA,23/04/2022,Daily ICU occupancy per million,4.295
United States,USA,23/04/2022,Daily hospital occupancy,11236
United States,USA,23/04/2022,Daily hospital occupancy per million,33.214
United States,USA,23/04/2022,Weekly new hospital admissions,12748
United States,USA,23/04/2022,Weekly new hospital admissions per million,37.684
United States,USA,24/04/2022,Daily ICU occupancy,1446
United States,USA,24/04/2022,Daily ICU occupancy per million,4.274
United States,USA,24/04/2022,Daily hospital occupancy,11460
United States,USA,24/04/2022,Daily hospital occupancy per million,33.876
United States,USA,24/04/2022,Weekly new hospital admissions,13080
United States,USA,24/04/2022,Weekly new hospital admissions per million,38.665
United States,USA,25/04/2022,Daily ICU occupancy,1507
United States,USA,25/04/2022,Daily ICU occupancy per million,4.455
United States,USA,25/04/2022,Daily hospital occupancy,11920
United States,USA,25/04/2022,Daily hospital occupancy per million,35.236
United States,USA,25/04/2022,Weekly new hospital admissions,13379
United States,USA,25/04/2022,Weekly new hospital admissions per million,39.549
United States,USA,26/04/2022,Daily ICU occupancy,1582
United States,USA,26/04/2022,Daily ICU occupancy per million,4.676
United States,USA,26/04/2022,Daily hospital occupancy,12352
United States,USA,26/04/2022,Daily hospital occupancy per million,36.513
United States,USA,26/04/2022,Weekly new hospital admissions,13783
United States,USA,26/04/2022,Weekly new hospital admissions per million,40.743
United States,USA,27/04/2022,Daily ICU occupancy,1584
United States,USA,27/04/2022,Daily ICU occupancy per million,4.682
United States,USA,27/04/2022,Daily hospital occupancy,12756
United States,USA,27/04/2022,Daily hospital occupancy per million,37.707
United States,USA,27/04/2022,Weekly new hospital admissions,14260
United States,USA,27/04/2022,Weekly new hospital admissions per million,42.153
United States,USA,28/04/2022,Daily ICU occupancy,1592
United States,USA,28/04/2022,Daily ICU occupancy per million,4.706
United States,USA,28/04/2022,Daily hospital occupancy,12926
United States,USA,28/04/2022,Daily hospital occupancy per million,38.21
United States,USA,28/04/2022,Weekly new hospital admissions,14629
United States,USA,28/04/2022,Weekly new hospital admissions per million,43.244
United States,USA,29/04/2022,Daily ICU occupancy,1623
United States,USA,29/04/2022,Daily ICU occupancy per million,4.798
United States,USA,29/04/2022,Daily hospital occupancy,13009
United States,USA,29/04/2022,Daily hospital occupancy per million,38.455
United States,USA,29/04/2022,Weekly new hospital admissions,14947
United States,USA,29/04/2022,Weekly new hospital admissions per million,44.184
United States,USA,30/04/2022,Daily ICU occupancy,1580
United States,USA,30/04/2022,Daily ICU occupancy per million,4.671
United States,USA,30/04/2022,Daily hospital occupancy,12851
United States,USA,30/04/2022,Daily hospital occupancy per million,37.988
United States,USA,30/04/2022,Weekly new hospital admissions,15318
United States,USA,30/04/2022,Weekly new hospital admissions per million,45.281
United States,USA,01/05/2022,Daily ICU occupancy,1576
United States,USA,01/05/2022,Daily ICU occupancy per million,4.659
United States,USA,01/05/2022,Daily hospital occupancy,13150
United States,USA,01/05/2022,Daily hospital occupancy per million,38.872
United States,USA,01/05/2022,Weekly new hospital admissions,15737
United States,USA,01/05/2022,Weekly new hospital admissions per million,46.519
United States,USA,02/05/2022,Daily ICU occupancy,1663
United States,USA,02/05/2022,Daily ICU occupancy per million,4.916
United States,USA,02/05/2022,Daily hospital occupancy,13812
United States,USA,02/05/2022,Daily hospital occupancy per million,40.829
United States,USA,02/05/2022,Weekly new hospital admissions,16115
United States,USA,02/05/2022,Weekly new hospital admissions per million,47.637
United States,USA,03/05/2022,Daily ICU occupancy,1692
United States,USA,03/05/2022,Daily ICU occupancy per million,5.002
United States,USA,03/05/2022,Daily hospital occupancy,14229
United States,USA,03/05/2022,Daily hospital occupancy per million,42.062
United States,USA,03/05/2022,Weekly new hospital admissions,16550
United States,USA,03/05/2022,Weekly new hospital admissions per million,48.923
United States,USA,04/05/2022,Daily ICU occupancy,1725
United States,USA,04/05/2022,Daily ICU occupancy per million,5.099
United States,USA,04/05/2022,Daily hospital occupancy,14555
United States,USA,04/05/2022,Daily hospital occupancy per million,43.025
United States,USA,04/05/2022,Weekly new hospital admissions,16909
United States,USA,04/05/2022,Weekly new hospital admissions per million,49.984
United States,USA,05/05/2022,Daily ICU occupancy,1736
United States,USA,05/05/2022,Daily ICU occupancy per million,5.132
United States,USA,05/05/2022,Daily hospital occupancy,14869
United States,USA,05/05/2022,Daily hospital occupancy per million,43.953
United States,USA,05/05/2022,Weekly new hospital admissions,17434
United States,USA,05/05/2022,Weekly new hospital admissions per million,51.536
United States,USA,06/05/2022,Daily ICU occupancy,1727
United States,USA,06/05/2022,Daily ICU occupancy per million,5.105
United States,USA,06/05/2022,Daily hospital occupancy,14961
United States,USA,06/05/2022,Daily hospital occupancy per million,44.225
United States,USA,06/05/2022,Weekly new hospital admissions,18007
United States,USA,06/05/2022,Weekly new hospital admissions per million,53.23
United States,USA,07/05/2022,Daily ICU occupancy,1774
United States,USA,07/05/2022,Daily ICU occupancy per million,5.244
United States,USA,07/05/2022,Daily hospital occupancy,15051
United States,USA,07/05/2022,Daily hospital occupancy per million,44.491
United States,USA,07/05/2022,Weekly new hospital admissions,18476
United States,USA,07/05/2022,Weekly new hospital admissions per million,54.616
United States,USA,08/05/2022,Daily ICU occupancy,1740
United States,USA,08/05/2022,Daily ICU occupancy per million,5.144
United States,USA,08/05/2022,Daily hospital occupancy,15307
United States,USA,08/05/2022,Daily hospital occupancy per million,45.248
United States,USA,08/05/2022,Weekly new hospital admissions,18824
United States,USA,08/05/2022,Weekly new hospital admissions per million,55.645
United States,USA,09/05/2022,Daily ICU occupancy,1785
United States,USA,09/05/2022,Daily ICU occupancy per million,5.277
United States,USA,09/05/2022,Daily hospital occupancy,15618
United States,USA,09/05/2022,Daily hospital occupancy per million,46.168
United States,USA,09/05/2022,Weekly new hospital admissions,19043
United States,USA,09/05/2022,Weekly new hospital admissions per million,56.292
United States,USA,10/05/2022,Daily ICU occupancy,1830
United States,USA,10/05/2022,Daily ICU occupancy per million,5.41
United States,USA,10/05/2022,Daily hospital occupancy,16288
United States,USA,10/05/2022,Daily hospital occupancy per million,48.148
United States,USA,10/05/2022,Weekly new hospital admissions,19410
United States,USA,10/05/2022,Weekly new hospital admissions per million,57.377
United States,USA,11/05/2022,Daily ICU occupancy,1884
United States,USA,11/05/2022,Daily ICU occupancy per million,5.569
United States,USA,11/05/2022,Daily hospital occupancy,16772
United States,USA,11/05/2022,Daily hospital occupancy per million,49.579
United States,USA,11/05/2022,Weekly new hospital admissions,19806
United States,USA,11/05/2022,Weekly new hospital admissions per million,58.547
United States,USA,12/05/2022,Daily ICU occupancy,1872
United States,USA,12/05/2022,Daily ICU occupancy per million,5.534
United States,USA,12/05/2022,Daily hospital occupancy,17349
United States,USA,12/05/2022,Daily hospital occupancy per million,51.284
United States,USA,12/05/2022,Weekly new hospital admissions,20288
United States,USA,12/05/2022,Weekly new hospital admissions per million,59.972
United States,USA,13/05/2022,Daily ICU occupancy,1943
United States,USA,13/05/2022,Daily ICU occupancy per million,5.744
United States,USA,13/05/2022,Daily hospital occupancy,17840
United States,USA,13/05/2022,Daily hospital occupancy per million,52.736
United States,USA,13/05/2022,Weekly new hospital admissions,20973
United States,USA,13/05/2022,Weekly new hospital admissions per million,61.997
United States,USA,14/05/2022,Daily ICU occupancy,1935
United States,USA,14/05/2022,Daily ICU occupancy per million,5.72
United States,USA,14/05/2022,Daily hospital occupancy,17906
United States,USA,14/05/2022,Daily hospital occupancy per million,52.931
United States,USA,14/05/2022,Weekly new hospital admissions,21529
United States,USA,14/05/2022,Weekly new hospital admissions per million,63.641
United States,USA,15/05/2022,Daily ICU occupancy,1951
United States,USA,15/05/2022,Daily ICU occupancy per million,5.767
United States,USA,15/05/2022,Daily hospital occupancy,18359
United States,USA,15/05/2022,Daily hospital occupancy per million,54.27
United States,USA,15/05/2022,Weekly new hospital admissions,22167
United States,USA,15/05/2022,Weekly new hospital admissions per million,65.527
United States,USA,16/05/2022,Daily ICU occupancy,2147
United States,USA,16/05/2022,Daily ICU occupancy per million,6.347
United States,USA,16/05/2022,Daily hospital occupancy,19377
United States,USA,16/05/2022,Daily hospital occupancy per million,57.279
United States,USA,16/05/2022,Weekly new hospital admissions,22847
United States,USA,16/05/2022,Weekly new hospital admissions per million,67.537
United States,USA,17/05/2022,Daily ICU occupancy,2295
United States,USA,17/05/2022,Daily ICU occupancy per million,6.784
United States,USA,17/05/2022,Daily hospital occupancy,20075
United States,USA,17/05/2022,Daily hospital occupancy per million,59.343
United States,USA,17/05/2022,Weekly new hospital admissions,23646
United States,USA,17/05/2022,Weekly new hospital admissions per million,69.899
United States,USA,18/05/2022,Daily ICU occupancy,2278
United States,USA,18/05/2022,Daily ICU occupancy per million,6.734
United States,USA,18/05/2022,Daily hospital occupancy,20473
United States,USA,18/05/2022,Daily hospital occupancy per million,60.519
United States,USA,18/05/2022,Weekly new hospital admissions,24229
United States,USA,18/05/2022,Weekly new hospital admissions per million,71.622
United States,USA,19/05/2022,Daily ICU occupancy,2316
United States,USA,19/05/2022,Daily ICU occupancy per million,6.846
United States,USA,19/05/2022,Daily hospital occupancy,20650
United States,USA,19/05/2022,Daily hospital occupancy per million,61.042
United States,USA,19/05/2022,Weekly new hospital admissions,24617
United States,USA,19/05/2022,Weekly new hospital admissions per million,72.769
United States,USA,20/05/2022,Daily ICU occupancy,2301
United States,USA,20/05/2022,Daily ICU occupancy per million,6.802
United States,USA,20/05/2022,Daily hospital occupancy,20903
United States,USA,20/05/2022,Daily hospital occupancy per million,61.79
United States,USA,20/05/2022,Weekly new hospital admissions,24842
United States,USA,20/05/2022,Weekly new hospital admissions per million,73.434
United States,USA,21/05/2022,Daily ICU occupancy,2277
United States,USA,21/05/2022,Daily ICU occupancy per million,6.731
United States,USA,21/05/2022,Daily hospital occupancy,20623
United States,USA,21/05/2022,Daily hospital occupancy per million,60.963
United States,USA,21/05/2022,Weekly new hospital admissions,25188
United States,USA,21/05/2022,Weekly new hospital admissions per million,74.457
United States,USA,22/05/2022,Daily ICU occupancy,2328
United States,USA,22/05/2022,Daily ICU occupancy per million,6.882
United States,USA,22/05/2022,Daily hospital occupancy,21051
United States,USA,22/05/2022,Daily hospital occupancy per million,62.228
United States,USA,22/05/2022,Weekly new hospital admissions,25453
United States,USA,22/05/2022,Weekly new hospital admissions per million,75.24
United States,USA,23/05/2022,Daily ICU occupancy,2364
United States,USA,23/05/2022,Daily ICU occupancy per million,6.988
United States,USA,23/05/2022,Daily hospital occupancy,21887
United States,USA,23/05/2022,Daily hospital occupancy per million,64.699
United States,USA,23/05/2022,Weekly new hospital admissions,25817
United States,USA,23/05/2022,Weekly new hospital admissions per million,76.316
United States,USA,24/05/2022,Daily ICU occupancy,2407
United States,USA,24/05/2022,Daily ICU occupancy per million,7.115
United States,USA,24/05/2022,Daily hospital occupancy,22040
United States,USA,24/05/2022,Daily hospital occupancy per million,65.151
United States,USA,24/05/2022,Weekly new hospital admissions,25911
United States,USA,24/05/2022,Weekly new hospital admissions per million,76.594
United States,USA,25/05/2022,Daily ICU occupancy,2425
United States,USA,25/05/2022,Daily ICU occupancy per million,7.168
United States,USA,25/05/2022,Daily hospital occupancy,22188
United States,USA,25/05/2022,Daily hospital occupancy per million,65.589
United States,USA,25/05/2022,Weekly new hospital admissions,26215
United States,USA,25/05/2022,Weekly new hospital admissions per million,77.493
United States,USA,26/05/2022,Daily ICU occupancy,2490
United States,USA,26/05/2022,Daily ICU occupancy per million,7.361
United States,USA,26/05/2022,Daily hospital occupancy,22392
United States,USA,26/05/2022,Daily hospital occupancy per million,66.192
United States,USA,26/05/2022,Weekly new hospital admissions,26662
United States,USA,26/05/2022,Weekly new hospital admissions per million,78.814
United States,USA,27/05/2022,Daily ICU occupancy,2559
United States,USA,27/05/2022,Daily ICU occupancy per million,7.565
United States,USA,27/05/2022,Daily hospital occupancy,22493
United States,USA,27/05/2022,Daily hospital occupancy per million,66.49
United States,USA,27/05/2022,Weekly new hospital admissions,27006
United States,USA,27/05/2022,Weekly new hospital admissions per million,79.831
United States,USA,28/05/2022,Daily ICU occupancy,2429
United States,USA,28/05/2022,Daily ICU occupancy per million,7.18
United States,USA,28/05/2022,Daily hospital occupancy,22059
United States,USA,28/05/2022,Daily hospital occupancy per million,65.207
United States,USA,28/05/2022,Weekly new hospital admissions,27421
United States,USA,28/05/2022,Weekly new hospital admissions per million,81.058
United States,USA,29/05/2022,Daily ICU occupancy,2416
United States,USA,29/05/2022,Daily ICU occupancy per million,7.142
United States,USA,29/05/2022,Daily hospital occupancy,22352
United States,USA,29/05/2022,Daily hospital occupancy per million,66.074
United States,USA,29/05/2022,Weekly new hospital admissions,27661
United States,USA,29/05/2022,Weekly new hospital admissions per million,81.767
United States,USA,30/05/2022,Daily ICU occupancy,2513
United States,USA,30/05/2022,Daily ICU occupancy per million,7.429
United States,USA,30/05/2022,Daily hospital occupancy,22820
United States,USA,30/05/2022,Daily hospital occupancy per million,67.457
United States,USA,30/05/2022,Weekly new hospital admissions,27814
United States,USA,30/05/2022,Weekly new hospital admissions per million,82.219
United States,USA,31/05/2022,Daily ICU occupancy,2548
United States,USA,31/05/2022,Daily ICU occupancy per million,7.532
United States,USA,31/05/2022,Daily hospital occupancy,23974
United States,USA,31/05/2022,Daily hospital occupancy per million,70.868
United States,USA,31/05/2022,Weekly new hospital admissions,27816
United States,USA,31/05/2022,Weekly new hospital admissions per million,82.225
United States,USA,01/06/2022,Daily ICU occupancy,2650
United States,USA,01/06/2022,Daily ICU occupancy per million,7.834
United States,USA,01/06/2022,Daily hospital occupancy,24718
United States,USA,01/06/2022,Daily hospital occupancy per million,73.068
United States,USA,01/06/2022,Weekly new hospital admissions,28390
United States,USA,01/06/2022,Weekly new hospital admissions per million,83.922
